id,perception,pragmatics,production,alpha,simScaling,pragWeight,costWeight,logLikelihood,posteriorProb
9,fc6,S0,cost,29.98148351194799,1,0,0.004154376405478897,-18229.45722867369,-3.0159349808715104
10,fc6,S0,cost,29.98148351194799,1,0,0.007694625210905956,-18229.156765869397,-4.605170185988091
11,fc6,S0,cost,29.98148351194799,1,0,0.0046334029810145,-18229.37347852745,-5.115995809754082
12,fc6,S0,cost,29.89537126035007,1,0,0.0046334029810145,-18230.298550556334,-4.0745419349259215
13,fc6,S0,cost,29.94709361629704,1,0,0.0046334029810145,-18229.74063516686,-5.521460917862246
14,fc6,S0,cost,29.94709361629704,1,0,0.00524731906942652,-18229.65506199453,-3.2441936328524905
15,fc6,S0,cost,29.94709361629704,1,0,0.009426192027067673,-18229.65624161848,-3.5065578973199822
16,fc6,S0,cost,29.61640793846097,1,0,0.009426192027067673,-18233.47493888232,-6.907755278982138
17,fc6,S0,cost,29.61640793846097,1,0,0.007017512785361038,-18233.28750839984,-3.6496587409606547
18,fc6,S0,cost,29.71247214114656,1,0,0.007017512785361038,-18232.167364140776,-6.214608098422191
19,fc6,S0,cost,29.705404449330107,1,0,0.007017512785361038,-18232.24895880632,-5.115995809754082
20,fc6,S0,cost,29.705404449330107,1,0,0.003526867875432371,-18232.591970466547,-6.214608098422191
21,fc6,S0,cost,29.97947172354811,1,0,0.003526867875432371,-18229.60871695803,-5.809142990314027
22,fc6,S0,cost,29.97947172354811,1,0,0.0074020412358242905,-18229.17572592898,-4.199705077879926
23,fc6,S0,cost,29.986876749566232,1,0,0.0074020412358242905,-18229.095229066308,-4.961845129926823
24,fc6,S0,cost,29.986876749566232,1,0,0.012494164040311373,-18229.845003582912,-4.268697949366879
25,fc6,S0,cost,29.986876749566232,1,0,0.008265311448314737,-18229.117737055858,-4.961845129926823
26,fc6,S0,cost,29.986876749566232,1,0,0.008001886475792024,-18229.10629654616,-3.6496587409606547
27,fc6,S0,cost,29.907671906707524,1,0,0.008001886475792024,-18229.97843994736,-4.961845129926823
28,fc6,S0,cost,29.933863155675763,1,0,0.008001886475792024,-18229.688264305176,-5.115995809754082
29,fc6,S0,cost,29.933863155675763,1,0,0.009588149292260905,-18229.824090122085,-4.8283137373023015
30,fc6,S0,cost,29.933863155675763,1,0,0.007159138805655625,-18229.6749976652,-4.268697949366879
31,fc6,S0,cost,29.933863155675763,1,0,0.002953137211988407,-18230.228724029097,-5.521460917862246
32,fc6,S0,cost,29.874796381999047,1,0,0.002953137211988407,-18230.858908480404,-5.521460917862246
33,fc6,S0,cost,29.874796381999047,1,0,0.008767223284317567,-18230.39624561396,-5.521460917862246
34,fc6,S0,cost,29.879110974642572,1,0,0.008767223284317567,-18230.347698482128,-4.605170185988091
35,fc6,S0,cost,29.919888685309854,1,0,0.008767223284317567,-18229.891233744405,-6.214608098422191
36,fc6,S0,cost,29.919888685309854,1,0,0.009602671072241135,-18229.982334371478,-4.8283137373023015
37,fc6,S0,cost,29.919888685309854,1,0,0.0059281975383599405,-18229.881822191168,-5.521460917862246
38,fc6,S0,cost,29.697847733799964,1,0,0.0059281975383599405,-18232.367155275875,-5.115995809754082
39,fc6,S0,cost,29.697847733799964,1,0,0.005794823875167049,-18232.37561071086,-4.605170185988091
40,fc6,S0,cost,29.97965864784864,1,0,0.005794823875167049,-18229.246248042207,-4.509860006183767
