,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3,coarseGrainedSketchInfo
781,further,46bb3145880a_21,trial_24_white,trial_19_pigeon,trial_2_bullmastiff,trial_4_straight,further_white
782,further,46bb3145880a_22,trial_30_doberman,trial_11_waiting,trial_12_bluejay,trial_6_hatchback,further_doberman
783,closer,46bb3145880a_24,trial_28_chihuahua,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever,closer_chihuahua
784,further,46bb3145880a_26,trial_12_bluejay,trial_11_waiting,trial_30_doberman,trial_6_hatchback,further_bluejay
785,further,46bb3145880a_29,trial_6_hatchback,trial_11_waiting,trial_12_bluejay,trial_30_doberman,further_hatchback
786,closer,46bb3145880a_31,trial_21_woven,trial_22_leather,trial_27_sling,trial_5_inlay,closer_woven
787,closer,46bb3145880a_32,trial_27_sling,trial_21_woven,trial_22_leather,trial_5_inlay,closer_sling
788,closer,00eb4945ac70_1,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman,closer_pug
789,closer,00eb4945ac70_2,trial_14_robin,trial_12_bluejay,trial_19_pigeon,trial_26_crow,closer_robin
790,further,00eb4945ac70_3,trial_31_bluesedan,trial_11_waiting,trial_20_cuckoo,trial_23_weimaraner,further_bluesedan
791,closer,00eb4945ac70_7,trial_17_redsport,trial_1_bluesport,trial_24_white,trial_9_brown,closer_redsport
792,closer,00eb4945ac70_10,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman,closer_bloodhound
793,further,00eb4945ac70_11,trial_23_weimaraner,trial_11_waiting,trial_20_cuckoo,trial_31_bluesedan,further_weimaraner
794,closer,00eb4945ac70_12,trial_1_bluesport,trial_17_redsport,trial_24_white,trial_9_brown,closer_bluesport
795,closer,00eb4945ac70_14,trial_24_white,trial_17_redsport,trial_1_bluesport,trial_9_brown,closer_white
796,closer,00eb4945ac70_15,trial_19_pigeon,trial_12_bluejay,trial_14_robin,trial_26_crow,closer_pigeon
797,closer,00eb4945ac70_16,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_19_pigeon,closer_crow
798,closer,00eb4945ac70_18,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman,closer_chihuahua
799,further,00eb4945ac70_20,trial_20_cuckoo,trial_11_waiting,trial_23_weimaraner,trial_31_bluesedan,further_cuckoo
800,closer,00eb4945ac70_21,trial_9_brown,trial_17_redsport,trial_1_bluesport,trial_24_white,closer_brown
801,closer,00eb4945ac70_23,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,closer_doberman
802,closer,00eb4945ac70_26,trial_12_bluejay,trial_14_robin,trial_19_pigeon,trial_26_crow,closer_bluejay
803,further,00eb4945ac70_30,trial_11_waiting,trial_20_cuckoo,trial_23_weimaraner,trial_31_bluesedan,further_waiting
804,further,e890cdbb4ffb_1,trial_7_basset,trial_15_nightingale,trial_3_redantique,trial_8_knob,further_basset
805,further,e890cdbb4ffb_4,trial_20_cuckoo,trial_17_redsport,trial_22_leather,trial_2_bullmastiff,further_cuckoo
806,further,e890cdbb4ffb_5,trial_15_nightingale,trial_3_redantique,trial_7_basset,trial_8_knob,further_nightingale
807,further,e890cdbb4ffb_7,trial_17_redsport,trial_20_cuckoo,trial_22_leather,trial_2_bullmastiff,further_redsport
808,further,e890cdbb4ffb_10,trial_10_beetle,trial_25_goldenretriever,trial_29_sparrow,trial_32_squat,further_beetle
809,further,e890cdbb4ffb_14,trial_3_redantique,trial_15_nightingale,trial_7_basset,trial_8_knob,further_redantique
810,further,e890cdbb4ffb_18,trial_29_sparrow,trial_10_beetle,trial_25_goldenretriever,trial_32_squat,further_sparrow
811,further,e890cdbb4ffb_19,trial_25_goldenretriever,trial_10_beetle,trial_29_sparrow,trial_32_squat,further_goldenretriever
812,further,e890cdbb4ffb_20,trial_32_squat,trial_10_beetle,trial_25_goldenretriever,trial_29_sparrow,further_squat
813,further,e890cdbb4ffb_22,trial_22_leather,trial_17_redsport,trial_20_cuckoo,trial_2_bullmastiff,further_leather
814,further,e890cdbb4ffb_24,trial_2_bullmastiff,trial_17_redsport,trial_20_cuckoo,trial_22_leather,further_bullmastiff
815,further,e890cdbb4ffb_26,trial_8_knob,trial_15_nightingale,trial_3_redantique,trial_7_basset,further_knob
816,further,7ebf49ba594f_8,trial_9_brown,trial_14_robin,trial_21_woven,trial_2_bullmastiff,further_brown
817,further,7ebf49ba594f_9,trial_17_redsport,trial_18_pug,trial_19_pigeon,trial_22_leather,further_redsport
818,further,7ebf49ba594f_10,trial_18_pug,trial_17_redsport,trial_19_pigeon,trial_22_leather,further_pug
819,further,7ebf49ba594f_13,trial_19_pigeon,trial_17_redsport,trial_18_pug,trial_22_leather,further_pigeon
820,closer,7ebf49ba594f_14,trial_15_nightingale,trial_13_tomtit,trial_26_crow,trial_29_sparrow,closer_nightingale
821,further,7ebf49ba594f_15,trial_14_robin,trial_21_woven,trial_2_bullmastiff,trial_9_brown,further_robin
822,further,7ebf49ba594f_18,trial_2_bullmastiff,trial_14_robin,trial_21_woven,trial_9_brown,further_bullmastiff
823,further,7ebf49ba594f_19,trial_22_leather,trial_17_redsport,trial_18_pug,trial_19_pigeon,further_leather
824,closer,7ebf49ba594f_22,trial_26_crow,trial_13_tomtit,trial_15_nightingale,trial_29_sparrow,closer_crow
825,closer,7ebf49ba594f_23,trial_13_tomtit,trial_15_nightingale,trial_26_crow,trial_29_sparrow,closer_tomtit
826,closer,7ebf49ba594f_24,trial_29_sparrow,trial_13_tomtit,trial_15_nightingale,trial_26_crow,closer_sparrow
827,further,7ebf49ba594f_29,trial_21_woven,trial_14_robin,trial_2_bullmastiff,trial_9_brown,further_woven
828,closer,7d7f0b9a0af8_1,trial_32_squat,trial_21_woven,trial_27_sling,trial_5_inlay,closer_squat
829,further,7d7f0b9a0af8_2,trial_18_pug,trial_14_robin,trial_6_hatchback,trial_8_knob,further_pug
830,closer,7d7f0b9a0af8_4,trial_21_woven,trial_27_sling,trial_32_squat,trial_5_inlay,closer_woven
831,further,7d7f0b9a0af8_5,trial_4_straight,trial_12_bluejay,trial_1_bluesport,trial_25_goldenretriever,further_straight
832,further,7d7f0b9a0af8_6,trial_8_knob,trial_14_robin,trial_18_pug,trial_6_hatchback,further_knob
833,further,7d7f0b9a0af8_11,trial_31_bluesedan,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff,further_bluesedan
834,further,7d7f0b9a0af8_12,trial_19_pigeon,trial_11_waiting,trial_2_bullmastiff,trial_31_bluesedan,further_pigeon
835,closer,7d7f0b9a0af8_15,trial_27_sling,trial_21_woven,trial_32_squat,trial_5_inlay,closer_sling
836,further,7d7f0b9a0af8_17,trial_12_bluejay,trial_1_bluesport,trial_25_goldenretriever,trial_4_straight,further_bluejay
837,further,7d7f0b9a0af8_19,trial_14_robin,trial_18_pug,trial_6_hatchback,trial_8_knob,further_robin
838,further,7d7f0b9a0af8_20,trial_25_goldenretriever,trial_12_bluejay,trial_1_bluesport,trial_4_straight,further_goldenretriever
839,closer,7d7f0b9a0af8_21,trial_5_inlay,trial_21_woven,trial_27_sling,trial_32_squat,closer_inlay
840,further,7d7f0b9a0af8_22,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff,trial_31_bluesedan,further_waiting
841,further,7d7f0b9a0af8_23,trial_1_bluesport,trial_12_bluejay,trial_25_goldenretriever,trial_4_straight,further_bluesport
842,further,7d7f0b9a0af8_27,trial_2_bullmastiff,trial_11_waiting,trial_19_pigeon,trial_31_bluesedan,further_bullmastiff
843,further,7d7f0b9a0af8_29,trial_6_hatchback,trial_14_robin,trial_18_pug,trial_8_knob,further_hatchback
844,closer,895bcb3d54b9_4,trial_27_sling,trial_11_waiting,trial_5_inlay,trial_8_knob,closer_sling
845,further,895bcb3d54b9_5,trial_3_redantique,trial_12_bluejay,trial_25_goldenretriever,trial_4_straight,further_redantique
846,closer,895bcb3d54b9_7,trial_15_nightingale,trial_13_tomtit,trial_14_robin,trial_26_crow,closer_nightingale
847,closer,895bcb3d54b9_9,trial_13_tomtit,trial_14_robin,trial_15_nightingale,trial_26_crow,closer_tomtit
848,further,895bcb3d54b9_17,trial_25_goldenretriever,trial_12_bluejay,trial_3_redantique,trial_4_straight,further_goldenretriever
849,closer,895bcb3d54b9_22,trial_26_crow,trial_13_tomtit,trial_14_robin,trial_15_nightingale,closer_crow
850,further,895bcb3d54b9_23,trial_12_bluejay,trial_25_goldenretriever,trial_3_redantique,trial_4_straight,further_bluejay
851,closer,895bcb3d54b9_26,trial_5_inlay,trial_11_waiting,trial_27_sling,trial_8_knob,closer_inlay
852,closer,895bcb3d54b9_27,trial_11_waiting,trial_27_sling,trial_5_inlay,trial_8_knob,closer_waiting
853,further,895bcb3d54b9_28,trial_4_straight,trial_12_bluejay,trial_25_goldenretriever,trial_3_redantique,further_straight
854,closer,895bcb3d54b9_29,trial_14_robin,trial_13_tomtit,trial_15_nightingale,trial_26_crow,closer_robin
855,closer,895bcb3d54b9_31,trial_8_knob,trial_11_waiting,trial_27_sling,trial_5_inlay,closer_knob
856,closer,76ac0d817ede_3,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo,trial_26_crow,closer_tomtit
857,closer,76ac0d817ede_6,trial_15_nightingale,trial_13_tomtit,trial_20_cuckoo,trial_26_crow,closer_nightingale
858,further,76ac0d817ede_14,trial_17_redsport,trial_11_waiting,trial_14_robin,trial_25_goldenretriever,further_redsport
859,further,76ac0d817ede_18,trial_11_waiting,trial_14_robin,trial_17_redsport,trial_25_goldenretriever,further_waiting
860,closer,76ac0d817ede_19,trial_9_brown,trial_10_beetle,trial_24_white,trial_31_bluesedan,closer_brown
861,closer,76ac0d817ede_21,trial_20_cuckoo,trial_13_tomtit,trial_15_nightingale,trial_26_crow,closer_cuckoo
862,closer,76ac0d817ede_22,trial_24_white,trial_10_beetle,trial_31_bluesedan,trial_9_brown,closer_white
863,closer,76ac0d817ede_23,trial_31_bluesedan,trial_10_beetle,trial_24_white,trial_9_brown,closer_bluesedan
864,further,76ac0d817ede_24,trial_25_goldenretriever,trial_11_waiting,trial_14_robin,trial_17_redsport,further_goldenretriever
865,closer,76ac0d817ede_26,trial_10_beetle,trial_24_white,trial_31_bluesedan,trial_9_brown,closer_beetle
866,closer,76ac0d817ede_29,trial_26_crow,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo,closer_crow
867,further,76ac0d817ede_32,trial_14_robin,trial_11_waiting,trial_17_redsport,trial_25_goldenretriever,further_robin
868,closer,e201d15bc528_1,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay,closer_squat
869,closer,e201d15bc528_2,trial_29_sparrow,trial_14_robin,trial_19_pigeon,trial_26_crow,closer_sparrow
870,further,e201d15bc528_3,trial_15_nightingale,trial_1_bluesport,trial_22_leather,trial_23_weimaraner,further_nightingale
871,closer,e201d15bc528_4,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight,closer_inlay
872,further,e201d15bc528_5,trial_12_bluejay,trial_21_woven,trial_30_doberman,trial_31_bluesedan,further_bluejay
873,closer,e201d15bc528_6,trial_10_beetle,trial_17_redsport,trial_24_white,trial_6_hatchback,closer_beetle
874,closer,e201d15bc528_7,trial_24_white,trial_10_beetle,trial_17_redsport,trial_6_hatchback,closer_white
875,closer,e201d15bc528_8,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay,closer_waiting
876,closer,e201d15bc528_10,trial_17_redsport,trial_10_beetle,trial_24_white,trial_6_hatchback,closer_redsport
877,closer,e201d15bc528_11,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_straight
878,further,e201d15bc528_12,trial_18_pug,trial_20_cuckoo,trial_27_sling,trial_3_redantique,further_pug
879,further,e201d15bc528_13,trial_3_redantique,trial_18_pug,trial_20_cuckoo,trial_27_sling,further_redantique
880,closer,e201d15bc528_14,trial_19_pigeon,trial_14_robin,trial_26_crow,trial_29_sparrow,closer_pigeon
881,closer,e201d15bc528_15,trial_26_crow,trial_14_robin,trial_19_pigeon,trial_29_sparrow,closer_crow
882,further,e201d15bc528_16,trial_30_doberman,trial_12_bluejay,trial_21_woven,trial_31_bluesedan,further_doberman
883,further,e201d15bc528_17,trial_13_tomtit,trial_28_chihuahua,trial_8_knob,trial_9_brown,further_tomtit
884,further,e201d15bc528_19,trial_1_bluesport,trial_15_nightingale,trial_22_leather,trial_23_weimaraner,further_bluesport
885,closer,e201d15bc528_20,trial_6_hatchback,trial_10_beetle,trial_17_redsport,trial_24_white,closer_hatchback
886,further,e201d15bc528_21,trial_31_bluesedan,trial_12_bluejay,trial_21_woven,trial_30_doberman,further_bluesedan
887,further,e201d15bc528_22,trial_22_leather,trial_15_nightingale,trial_1_bluesport,trial_23_weimaraner,further_leather
888,further,e201d15bc528_24,trial_9_brown,trial_13_tomtit,trial_28_chihuahua,trial_8_knob,further_brown
889,closer,e201d15bc528_25,trial_14_robin,trial_19_pigeon,trial_26_crow,trial_29_sparrow,closer_robin
890,further,e201d15bc528_27,trial_28_chihuahua,trial_13_tomtit,trial_8_knob,trial_9_brown,further_chihuahua
891,further,e201d15bc528_28,trial_21_woven,trial_12_bluejay,trial_30_doberman,trial_31_bluesedan,further_woven
892,further,e201d15bc528_29,trial_23_weimaraner,trial_15_nightingale,trial_1_bluesport,trial_22_leather,further_weimaraner
893,further,e201d15bc528_30,trial_27_sling,trial_18_pug,trial_20_cuckoo,trial_3_redantique,further_sling
894,further,e201d15bc528_31,trial_8_knob,trial_13_tomtit,trial_28_chihuahua,trial_9_brown,further_knob
895,further,e201d15bc528_32,trial_20_cuckoo,trial_18_pug,trial_27_sling,trial_3_redantique,further_cuckoo
896,closer,f3a9ac597eb6_1,trial_18_pug,trial_23_weimaraner,trial_25_goldenretriever,trial_28_chihuahua,closer_pug
897,further,f3a9ac597eb6_4,trial_20_cuckoo,trial_24_white,trial_27_sling,trial_30_doberman,further_cuckoo
898,further,f3a9ac597eb6_5,trial_6_hatchback,trial_21_woven,trial_29_sparrow,trial_7_basset,further_hatchback
899,closer,f3a9ac597eb6_6,trial_23_weimaraner,trial_18_pug,trial_25_goldenretriever,trial_28_chihuahua,closer_weimaraner
900,closer,f3a9ac597eb6_13,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay,closer_waiting
901,further,f3a9ac597eb6_14,trial_27_sling,trial_20_cuckoo,trial_24_white,trial_30_doberman,further_sling
902,closer,f3a9ac597eb6_15,trial_28_chihuahua,trial_18_pug,trial_23_weimaraner,trial_25_goldenretriever,closer_chihuahua
903,further,f3a9ac597eb6_17,trial_21_woven,trial_29_sparrow,trial_6_hatchback,trial_7_basset,further_woven
904,closer,f3a9ac597eb6_18,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay,closer_squat
905,closer,f3a9ac597eb6_19,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight,closer_inlay
906,further,f3a9ac597eb6_21,trial_29_sparrow,trial_21_woven,trial_6_hatchback,trial_7_basset,further_sparrow
907,further,f3a9ac597eb6_24,trial_30_doberman,trial_20_cuckoo,trial_24_white,trial_27_sling,further_doberman
908,closer,f3a9ac597eb6_28,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_straight
909,further,f3a9ac597eb6_29,trial_24_white,trial_20_cuckoo,trial_27_sling,trial_30_doberman,further_white
910,closer,f3a9ac597eb6_30,trial_25_goldenretriever,trial_18_pug,trial_23_weimaraner,trial_28_chihuahua,closer_goldenretriever
911,further,f3a9ac597eb6_32,trial_7_basset,trial_21_woven,trial_29_sparrow,trial_6_hatchback,further_basset
912,closer,16d8e4ed049d_1,trial_7_basset,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman,closer_basset
913,further,16d8e4ed049d_3,trial_29_sparrow,trial_23_weimaraner,trial_24_white,trial_32_squat,further_sparrow
914,closer,16d8e4ed049d_5,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman,trial_7_basset,closer_bloodhound
915,further,16d8e4ed049d_8,trial_5_inlay,trial_25_goldenretriever,trial_26_crow,trial_3_redantique,further_inlay
916,further,16d8e4ed049d_9,trial_32_squat,trial_23_weimaraner,trial_24_white,trial_29_sparrow,further_squat
917,further,16d8e4ed049d_10,trial_24_white,trial_23_weimaraner,trial_29_sparrow,trial_32_squat,further_white
918,further,16d8e4ed049d_12,trial_25_goldenretriever,trial_26_crow,trial_3_redantique,trial_5_inlay,further_goldenretriever
919,closer,16d8e4ed049d_16,trial_28_chihuahua,trial_16_bloodhound,trial_30_doberman,trial_7_basset,closer_chihuahua
920,further,16d8e4ed049d_19,trial_26_crow,trial_25_goldenretriever,trial_3_redantique,trial_5_inlay,further_crow
921,further,16d8e4ed049d_20,trial_3_redantique,trial_25_goldenretriever,trial_26_crow,trial_5_inlay,further_redantique
922,further,16d8e4ed049d_21,trial_23_weimaraner,trial_24_white,trial_29_sparrow,trial_32_squat,further_weimaraner
923,closer,16d8e4ed049d_23,trial_30_doberman,trial_16_bloodhound,trial_28_chihuahua,trial_7_basset,closer_doberman
924,further,e1082911fc9f_8,trial_2_bullmastiff,trial_13_tomtit,trial_1_bluesport,trial_22_leather,further_bullmastiff
925,further,e1082911fc9f_16,trial_1_bluesport,trial_13_tomtit,trial_22_leather,trial_2_bullmastiff,further_bluesport
926,further,e1082911fc9f_23,trial_22_leather,trial_13_tomtit,trial_1_bluesport,trial_2_bullmastiff,further_leather
927,further,e1082911fc9f_26,trial_13_tomtit,trial_1_bluesport,trial_22_leather,trial_2_bullmastiff,further_tomtit
928,further,1ad91742f7d4_4,trial_20_cuckoo,trial_16_bloodhound,trial_21_woven,trial_31_bluesedan,further_cuckoo
929,closer,1ad91742f7d4_6,trial_11_waiting,trial_32_squat,trial_4_straight,trial_8_knob,closer_waiting
930,further,1ad91742f7d4_9,trial_21_woven,trial_16_bloodhound,trial_20_cuckoo,trial_31_bluesedan,further_woven
931,closer,1ad91742f7d4_14,trial_4_straight,trial_11_waiting,trial_32_squat,trial_8_knob,closer_straight
932,further,1ad91742f7d4_17,trial_31_bluesedan,trial_16_bloodhound,trial_20_cuckoo,trial_21_woven,further_bluesedan
933,further,1ad91742f7d4_20,trial_16_bloodhound,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan,further_bloodhound
934,closer,1ad91742f7d4_22,trial_8_knob,trial_11_waiting,trial_32_squat,trial_4_straight,closer_knob
935,closer,1ad91742f7d4_25,trial_32_squat,trial_11_waiting,trial_4_straight,trial_8_knob,closer_squat
936,closer,fea038f4c9b8_1,trial_19_pigeon,trial_12_bluejay,trial_14_robin,trial_26_crow,closer_pigeon
937,closer,fea038f4c9b8_2,trial_12_bluejay,trial_14_robin,trial_19_pigeon,trial_26_crow,closer_bluejay
938,further,fea038f4c9b8_3,trial_11_waiting,trial_29_sparrow,trial_2_bullmastiff,trial_9_brown,further_waiting
939,closer,fea038f4c9b8_4,trial_3_redantique,trial_10_beetle,trial_24_white,trial_6_hatchback,closer_redantique
940,further,fea038f4c9b8_5,trial_17_redsport,trial_13_tomtit,trial_30_doberman,trial_4_straight,further_redsport
941,closer,fea038f4c9b8_6,trial_14_robin,trial_12_bluejay,trial_19_pigeon,trial_26_crow,closer_robin
942,further,fea038f4c9b8_7,trial_13_tomtit,trial_17_redsport,trial_30_doberman,trial_4_straight,further_tomtit
943,closer,fea038f4c9b8_8,trial_32_squat,trial_21_woven,trial_22_leather,trial_8_knob,closer_squat
944,further,fea038f4c9b8_9,trial_29_sparrow,trial_11_waiting,trial_2_bullmastiff,trial_9_brown,further_sparrow
945,further,fea038f4c9b8_10,trial_1_bluesport,trial_15_nightingale,trial_27_sling,trial_28_chihuahua,further_bluesport
946,further,fea038f4c9b8_11,trial_31_bluesedan,trial_20_cuckoo,trial_23_weimaraner,trial_5_inlay,further_bluesedan
947,closer,fea038f4c9b8_12,trial_24_white,trial_10_beetle,trial_3_redantique,trial_6_hatchback,closer_white
948,closer,fea038f4c9b8_13,trial_21_woven,trial_22_leather,trial_32_squat,trial_8_knob,closer_woven
949,closer,fea038f4c9b8_14,trial_6_hatchback,trial_10_beetle,trial_24_white,trial_3_redantique,closer_hatchback
950,further,fea038f4c9b8_15,trial_15_nightingale,trial_1_bluesport,trial_27_sling,trial_28_chihuahua,further_nightingale
951,further,fea038f4c9b8_17,trial_2_bullmastiff,trial_11_waiting,trial_29_sparrow,trial_9_brown,further_bullmastiff
952,further,fea038f4c9b8_18,trial_20_cuckoo,trial_23_weimaraner,trial_31_bluesedan,trial_5_inlay,further_cuckoo
953,further,fea038f4c9b8_20,trial_23_weimaraner,trial_20_cuckoo,trial_31_bluesedan,trial_5_inlay,further_weimaraner
954,further,fea038f4c9b8_21,trial_5_inlay,trial_20_cuckoo,trial_23_weimaraner,trial_31_bluesedan,further_inlay
955,closer,fea038f4c9b8_22,trial_22_leather,trial_21_woven,trial_32_squat,trial_8_knob,closer_leather
956,closer,fea038f4c9b8_23,trial_8_knob,trial_21_woven,trial_22_leather,trial_32_squat,closer_knob
957,further,fea038f4c9b8_24,trial_28_chihuahua,trial_15_nightingale,trial_1_bluesport,trial_27_sling,further_chihuahua
958,further,fea038f4c9b8_25,trial_4_straight,trial_13_tomtit,trial_17_redsport,trial_30_doberman,further_straight
959,closer,fea038f4c9b8_27,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_19_pigeon,closer_crow
960,further,fea038f4c9b8_28,trial_30_doberman,trial_13_tomtit,trial_17_redsport,trial_4_straight,further_doberman
961,further,fea038f4c9b8_29,trial_9_brown,trial_11_waiting,trial_29_sparrow,trial_2_bullmastiff,further_brown
962,further,fea038f4c9b8_30,trial_27_sling,trial_15_nightingale,trial_1_bluesport,trial_28_chihuahua,further_sling
963,closer,fea038f4c9b8_31,trial_10_beetle,trial_24_white,trial_3_redantique,trial_6_hatchback,closer_beetle
964,further,c49134b19ceb_2,trial_20_cuckoo,trial_11_waiting,trial_28_chihuahua,trial_9_brown,further_cuckoo
965,further,c49134b19ceb_4,trial_5_inlay,trial_17_redsport,trial_23_weimaraner,trial_29_sparrow,further_inlay
966,closer,c49134b19ceb_6,trial_19_pigeon,trial_12_bluejay,trial_15_nightingale,trial_26_crow,closer_pigeon
967,further,c49134b19ceb_9,trial_11_waiting,trial_20_cuckoo,trial_28_chihuahua,trial_9_brown,further_waiting
968,closer,c49134b19ceb_10,trial_24_white,trial_10_beetle,trial_3_redantique,trial_6_hatchback,closer_white
969,closer,c49134b19ceb_11,trial_15_nightingale,trial_12_bluejay,trial_19_pigeon,trial_26_crow,closer_nightingale
970,further,c49134b19ceb_14,trial_9_brown,trial_11_waiting,trial_20_cuckoo,trial_28_chihuahua,further_brown
971,closer,c49134b19ceb_15,trial_26_crow,trial_12_bluejay,trial_15_nightingale,trial_19_pigeon,closer_crow
972,further,c49134b19ceb_17,trial_29_sparrow,trial_17_redsport,trial_23_weimaraner,trial_5_inlay,further_sparrow
973,closer,c49134b19ceb_21,trial_6_hatchback,trial_10_beetle,trial_24_white,trial_3_redantique,closer_hatchback
974,further,c49134b19ceb_23,trial_23_weimaraner,trial_17_redsport,trial_29_sparrow,trial_5_inlay,further_weimaraner
975,further,c49134b19ceb_25,trial_17_redsport,trial_23_weimaraner,trial_29_sparrow,trial_5_inlay,further_redsport
976,closer,c49134b19ceb_27,trial_12_bluejay,trial_15_nightingale,trial_19_pigeon,trial_26_crow,closer_bluejay
977,further,c49134b19ceb_29,trial_28_chihuahua,trial_11_waiting,trial_20_cuckoo,trial_9_brown,further_chihuahua
978,closer,c49134b19ceb_30,trial_10_beetle,trial_24_white,trial_3_redantique,trial_6_hatchback,closer_beetle
979,closer,c49134b19ceb_31,trial_3_redantique,trial_10_beetle,trial_24_white,trial_6_hatchback,closer_redantique
980,closer,3010355ac1f0_1,trial_22_leather,trial_21_woven,trial_27_sling,trial_4_straight,closer_leather
981,further,3010355ac1f0_4,trial_30_doberman,trial_29_sparrow,trial_3_redantique,trial_8_knob,further_doberman
982,further,3010355ac1f0_8,trial_14_robin,trial_11_waiting,trial_1_bluesport,trial_28_chihuahua,further_robin
983,closer,3010355ac1f0_9,trial_27_sling,trial_21_woven,trial_22_leather,trial_4_straight,closer_sling
984,further,3010355ac1f0_15,trial_3_redantique,trial_29_sparrow,trial_30_doberman,trial_8_knob,further_redantique
985,further,3010355ac1f0_16,trial_8_knob,trial_29_sparrow,trial_30_doberman,trial_3_redantique,further_knob
986,closer,3010355ac1f0_17,trial_21_woven,trial_22_leather,trial_27_sling,trial_4_straight,closer_woven
987,closer,3010355ac1f0_18,trial_4_straight,trial_21_woven,trial_22_leather,trial_27_sling,closer_straight
988,further,3010355ac1f0_19,trial_29_sparrow,trial_30_doberman,trial_3_redantique,trial_8_knob,further_sparrow
989,further,3010355ac1f0_20,trial_1_bluesport,trial_11_waiting,trial_14_robin,trial_28_chihuahua,further_bluesport
990,further,3010355ac1f0_23,trial_28_chihuahua,trial_11_waiting,trial_14_robin,trial_1_bluesport,further_chihuahua
991,further,3010355ac1f0_30,trial_11_waiting,trial_14_robin,trial_1_bluesport,trial_28_chihuahua,further_waiting
992,further,df33c782a5e3_1,trial_27_sling,trial_12_bluejay,trial_1_bluesport,trial_7_basset,further_sling
993,further,df33c782a5e3_2,trial_19_pigeon,trial_22_leather,trial_25_goldenretriever,trial_6_hatchback,further_pigeon
994,further,df33c782a5e3_3,trial_25_goldenretriever,trial_19_pigeon,trial_22_leather,trial_6_hatchback,further_goldenretriever
995,further,df33c782a5e3_4,trial_22_leather,trial_19_pigeon,trial_25_goldenretriever,trial_6_hatchback,further_leather
996,further,df33c782a5e3_8,trial_6_hatchback,trial_19_pigeon,trial_22_leather,trial_25_goldenretriever,further_hatchback
997,closer,df33c782a5e3_9,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman,closer_pug
998,closer,df33c782a5e3_10,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight,closer_inlay
999,closer,df33c782a5e3_12,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay,closer_squat
1000,closer,df33c782a5e3_14,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman,closer_chihuahua
1001,further,df33c782a5e3_16,trial_7_basset,trial_12_bluejay,trial_1_bluesport,trial_27_sling,further_basset
1002,closer,df33c782a5e3_18,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,closer_doberman
1003,closer,df33c782a5e3_19,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_straight
1004,closer,df33c782a5e3_20,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay,closer_waiting
1005,further,df33c782a5e3_23,trial_1_bluesport,trial_12_bluejay,trial_27_sling,trial_7_basset,further_bluesport
1006,further,df33c782a5e3_24,trial_12_bluejay,trial_1_bluesport,trial_27_sling,trial_7_basset,further_bluejay
1007,closer,df33c782a5e3_31,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman,closer_bloodhound
1008,closer,e8739fbe8802_7,trial_26_crow,trial_14_robin,trial_19_pigeon,trial_29_sparrow,closer_crow
1009,further,e8739fbe8802_8,trial_16_bloodhound,trial_15_nightingale,trial_24_white,trial_27_sling,further_bloodhound
1010,further,e8739fbe8802_9,trial_28_chihuahua,trial_13_tomtit,trial_17_redsport,trial_21_woven,further_chihuahua
1011,further,e8739fbe8802_10,trial_21_woven,trial_13_tomtit,trial_17_redsport,trial_28_chihuahua,further_woven
1012,further,e8739fbe8802_11,trial_12_bluejay,trial_1_bluesport,trial_25_goldenretriever,trial_8_knob,further_bluejay
1013,further,e8739fbe8802_12,trial_24_white,trial_15_nightingale,trial_16_bloodhound,trial_27_sling,further_white
