,Unnamed: 0,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3,coarseGrainedSketchInfo
126,126,further,8d7c0ee48a43_31,trial_3_redantique,trial_13_tomtit,trial_30_doberman,trial_8_knob,further_redantique
127,127,closer,8d7c0ee48a43_32,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner,trial_28_chihuahua,closer_bloodhound
128,128,closer,26e2e239460a_5,trial_5_inlay,trial_21_woven,trial_27_sling,trial_32_squat,closer_inlay
129,129,further,26e2e239460a_6,trial_6_hatchback,trial_20_cuckoo,trial_22_leather,trial_23_weimaraner,further_hatchback
130,130,further,26e2e239460a_8,trial_8_knob,trial_12_bluejay,trial_24_white,trial_25_goldenretriever,further_knob
131,131,further,26e2e239460a_12,trial_12_bluejay,trial_24_white,trial_25_goldenretriever,trial_8_knob,further_bluejay
132,132,closer,26e2e239460a_18,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_2_bullmastiff,closer_pug
133,133,further,26e2e239460a_20,trial_20_cuckoo,trial_22_leather,trial_23_weimaraner,trial_6_hatchback,further_cuckoo
134,134,closer,26e2e239460a_21,trial_21_woven,trial_27_sling,trial_32_squat,trial_5_inlay,closer_woven
135,135,further,26e2e239460a_22,trial_22_leather,trial_20_cuckoo,trial_23_weimaraner,trial_6_hatchback,further_leather
136,136,further,26e2e239460a_23,trial_23_weimaraner,trial_20_cuckoo,trial_22_leather,trial_6_hatchback,further_weimaraner
137,137,further,26e2e239460a_24,trial_24_white,trial_12_bluejay,trial_25_goldenretriever,trial_8_knob,further_white
138,138,further,26e2e239460a_25,trial_25_goldenretriever,trial_12_bluejay,trial_24_white,trial_8_knob,further_goldenretriever
139,139,closer,26e2e239460a_32,trial_32_squat,trial_21_woven,trial_27_sling,trial_5_inlay,closer_squat
140,140,further,7d349722b687_2,trial_19_pigeon,trial_4_straight,trial_7_basset,trial_9_brown,further_pigeon
141,141,further,7d349722b687_3,trial_4_straight,trial_19_pigeon,trial_7_basset,trial_9_brown,further_straight
142,142,further,7d349722b687_4,trial_1_bluesport,trial_26_crow,trial_2_bullmastiff,trial_5_inlay,further_bluesport
143,143,further,7d349722b687_6,trial_9_brown,trial_19_pigeon,trial_4_straight,trial_7_basset,further_brown
144,144,further,7d349722b687_7,trial_18_pug,trial_11_waiting,trial_24_white,trial_29_sparrow,further_pug
145,145,further,7d349722b687_9,trial_29_sparrow,trial_11_waiting,trial_18_pug,trial_24_white,further_sparrow
146,146,further,7d349722b687_12,trial_10_beetle,trial_14_robin,trial_30_doberman,trial_8_knob,further_beetle
147,147,closer,7d349722b687_13,trial_13_tomtit,trial_12_bluejay,trial_15_nightingale,trial_20_cuckoo,closer_tomtit
148,148,closer,7d349722b687_15,trial_28_chihuahua,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever,closer_chihuahua
149,149,further,7d349722b687_16,trial_7_basset,trial_19_pigeon,trial_4_straight,trial_9_brown,further_basset
150,150,further,7d349722b687_17,trial_14_robin,trial_10_beetle,trial_30_doberman,trial_8_knob,further_robin
151,151,further,7d349722b687_18,trial_26_crow,trial_1_bluesport,trial_2_bullmastiff,trial_5_inlay,further_crow
152,152,further,7d349722b687_20,trial_30_doberman,trial_10_beetle,trial_14_robin,trial_8_knob,further_doberman
153,153,further,7d349722b687_21,trial_2_bullmastiff,trial_1_bluesport,trial_26_crow,trial_5_inlay,further_bullmastiff
154,154,closer,7d349722b687_22,trial_20_cuckoo,trial_12_bluejay,trial_13_tomtit,trial_15_nightingale,closer_cuckoo
155,155,further,7d349722b687_23,trial_8_knob,trial_10_beetle,trial_14_robin,trial_30_doberman,further_knob
156,156,closer,7d349722b687_24,trial_25_goldenretriever,trial_16_bloodhound,trial_23_weimaraner,trial_28_chihuahua,closer_goldenretriever
157,157,further,7d349722b687_25,trial_5_inlay,trial_1_bluesport,trial_26_crow,trial_2_bullmastiff,further_inlay
158,158,closer,7d349722b687_26,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever,trial_28_chihuahua,closer_bloodhound
159,159,closer,7d349722b687_27,trial_12_bluejay,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo,closer_bluejay
160,160,further,7d349722b687_28,trial_24_white,trial_11_waiting,trial_18_pug,trial_29_sparrow,further_white
161,161,further,7d349722b687_30,trial_11_waiting,trial_18_pug,trial_24_white,trial_29_sparrow,further_waiting
162,162,closer,7d349722b687_32,trial_15_nightingale,trial_12_bluejay,trial_13_tomtit,trial_20_cuckoo,closer_nightingale
163,163,closer,331e286811d1_2,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,trial_6_hatchback,closer_beetle
164,164,further,331e286811d1_3,trial_19_pigeon,trial_24_white,trial_30_doberman,trial_4_straight,further_pigeon
165,165,further,331e286811d1_4,trial_3_redantique,trial_11_waiting,trial_20_cuckoo,trial_7_basset,further_redantique
166,166,closer,331e286811d1_5,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_29_sparrow,closer_crow
167,167,closer,331e286811d1_9,trial_12_bluejay,trial_14_robin,trial_26_crow,trial_29_sparrow,closer_bluejay
168,168,further,331e286811d1_12,trial_9_brown,trial_13_tomtit,trial_21_woven,trial_2_bullmastiff,further_brown
169,169,closer,331e286811d1_13,trial_6_hatchback,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,closer_hatchback
170,170,further,331e286811d1_14,trial_24_white,trial_19_pigeon,trial_30_doberman,trial_4_straight,further_white
171,171,closer,331e286811d1_15,trial_14_robin,trial_12_bluejay,trial_26_crow,trial_29_sparrow,closer_robin
172,172,further,331e286811d1_17,trial_20_cuckoo,trial_11_waiting,trial_3_redantique,trial_7_basset,further_cuckoo
173,173,further,331e286811d1_19,trial_4_straight,trial_19_pigeon,trial_24_white,trial_30_doberman,further_straight
174,174,further,331e286811d1_22,trial_21_woven,trial_13_tomtit,trial_2_bullmastiff,trial_9_brown,further_woven
175,175,further,331e286811d1_23,trial_2_bullmastiff,trial_13_tomtit,trial_21_woven,trial_9_brown,further_bullmastiff
176,176,closer,331e286811d1_24,trial_29_sparrow,trial_12_bluejay,trial_14_robin,trial_26_crow,closer_sparrow
177,177,further,331e286811d1_25,trial_11_waiting,trial_20_cuckoo,trial_3_redantique,trial_7_basset,further_waiting
178,178,closer,331e286811d1_26,trial_1_bluesport,trial_10_beetle,trial_31_bluesedan,trial_6_hatchback,closer_bluesport
179,179,further,331e286811d1_29,trial_30_doberman,trial_19_pigeon,trial_24_white,trial_4_straight,further_doberman
180,180,closer,331e286811d1_31,trial_31_bluesedan,trial_10_beetle,trial_1_bluesport,trial_6_hatchback,closer_bluesedan
181,181,further,331e286811d1_32,trial_13_tomtit,trial_21_woven,trial_2_bullmastiff,trial_9_brown,further_tomtit
182,182,closer,44375a040165_1,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,trial_29_sparrow,closer_bluejay
183,183,closer,44375a040165_2,trial_31_bluesedan,trial_10_beetle,trial_6_hatchback,trial_9_brown,closer_bluesedan
184,184,closer,44375a040165_5,trial_9_brown,trial_10_beetle,trial_31_bluesedan,trial_6_hatchback,closer_brown
185,185,closer,44375a040165_7,trial_20_cuckoo,trial_12_bluejay,trial_14_robin,trial_29_sparrow,closer_cuckoo
186,186,further,44375a040165_8,trial_2_bullmastiff,trial_11_waiting,trial_19_pigeon,trial_24_white,further_bullmastiff
187,187,closer,44375a040165_10,trial_6_hatchback,trial_10_beetle,trial_31_bluesedan,trial_9_brown,closer_hatchback
188,188,further,44375a040165_12,trial_18_pug,trial_15_nightingale,trial_3_redantique,trial_4_straight,further_pug
189,189,further,44375a040165_13,trial_3_redantique,trial_15_nightingale,trial_18_pug,trial_4_straight,further_redantique
190,190,closer,44375a040165_15,trial_14_robin,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow,closer_robin
191,191,further,44375a040165_17,trial_24_white,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff,further_white
192,192,closer,44375a040165_19,trial_7_basset,trial_23_weimaraner,trial_25_goldenretriever,trial_30_doberman,closer_basset
193,193,further,44375a040165_23,trial_15_nightingale,trial_18_pug,trial_3_redantique,trial_4_straight,further_nightingale
194,194,closer,44375a040165_24,trial_30_doberman,trial_23_weimaraner,trial_25_goldenretriever,trial_7_basset,closer_doberman
195,195,further,44375a040165_25,trial_11_waiting,trial_19_pigeon,trial_24_white,trial_2_bullmastiff,further_waiting
196,196,further,44375a040165_29,trial_4_straight,trial_15_nightingale,trial_18_pug,trial_3_redantique,further_straight
197,197,further,44375a040165_32,trial_19_pigeon,trial_11_waiting,trial_24_white,trial_2_bullmastiff,further_pigeon
198,198,closer,54e60295fc00_3,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,trial_26_crow,closer_bluejay
199,199,closer,54e60295fc00_6,trial_32_squat,trial_11_waiting,trial_22_leather,trial_4_straight,closer_squat
200,200,closer,54e60295fc00_8,trial_20_cuckoo,trial_12_bluejay,trial_14_robin,trial_26_crow,closer_cuckoo
201,201,closer,54e60295fc00_11,trial_28_chihuahua,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever,closer_chihuahua
202,202,further,54e60295fc00_12,trial_17_redsport,trial_15_nightingale,trial_2_bullmastiff,trial_5_inlay,further_redsport
203,203,further,54e60295fc00_13,trial_5_inlay,trial_15_nightingale,trial_17_redsport,trial_2_bullmastiff,further_inlay
204,204,closer,54e60295fc00_17,trial_22_leather,trial_11_waiting,trial_32_squat,trial_4_straight,closer_leather
205,205,closer,54e60295fc00_20,trial_14_robin,trial_12_bluejay,trial_20_cuckoo,trial_26_crow,closer_robin
206,206,closer,54e60295fc00_21,trial_4_straight,trial_11_waiting,trial_22_leather,trial_32_squat,closer_straight
207,207,closer,54e60295fc00_25,trial_11_waiting,trial_22_leather,trial_32_squat,trial_4_straight,closer_waiting
208,208,further,54e60295fc00_27,trial_2_bullmastiff,trial_15_nightingale,trial_17_redsport,trial_5_inlay,further_bullmastiff
209,209,further,54e60295fc00_29,trial_15_nightingale,trial_17_redsport,trial_2_bullmastiff,trial_5_inlay,further_nightingale
210,210,closer,54e60295fc00_31,trial_25_goldenretriever,trial_16_bloodhound,trial_23_weimaraner,trial_28_chihuahua,closer_goldenretriever
211,211,further,d479bb0a2d11_2,trial_27_sling,trial_14_robin,trial_24_white,trial_25_goldenretriever,further_sling
212,212,further,d479bb0a2d11_3,trial_25_goldenretriever,trial_14_robin,trial_24_white,trial_27_sling,further_goldenretriever
213,213,further,d479bb0a2d11_4,trial_14_robin,trial_24_white,trial_25_goldenretriever,trial_27_sling,further_robin
214,214,further,d479bb0a2d11_5,trial_17_redsport,trial_11_waiting,trial_26_crow,trial_7_basset,further_redsport
215,215,further,d479bb0a2d11_11,trial_11_waiting,trial_17_redsport,trial_26_crow,trial_7_basset,further_waiting
216,216,closer,d479bb0a2d11_14,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner,trial_2_bullmastiff,closer_bloodhound
217,217,further,d479bb0a2d11_15,trial_26_crow,trial_11_waiting,trial_17_redsport,trial_7_basset,further_crow
218,218,closer,d479bb0a2d11_22,trial_2_bullmastiff,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner,closer_bullmastiff
219,219,further,d479bb0a2d11_25,trial_7_basset,trial_11_waiting,trial_17_redsport,trial_26_crow,further_basset
220,220,further,d479bb0a2d11_26,trial_24_white,trial_14_robin,trial_25_goldenretriever,trial_27_sling,further_white
221,221,closer,d479bb0a2d11_27,trial_23_weimaraner,trial_16_bloodhound,trial_18_pug,trial_2_bullmastiff,closer_weimaraner
222,222,closer,d479bb0a2d11_31,trial_18_pug,trial_16_bloodhound,trial_23_weimaraner,trial_2_bullmastiff,closer_pug
223,223,further,bf974318f61d_4,trial_31_bluesedan,trial_13_tomtit,trial_22_leather,trial_28_chihuahua,further_bluesedan
224,224,further,bf974318f61d_7,trial_22_leather,trial_13_tomtit,trial_28_chihuahua,trial_31_bluesedan,further_leather
226,226,further,bf974318f61d_9,trial_32_squat,trial_17_redsport,trial_29_sparrow,trial_7_basset,further_squat
227,227,further,bf974318f61d_13,trial_28_chihuahua,trial_13_tomtit,trial_22_leather,trial_31_bluesedan,further_chihuahua
228,228,closer,bf974318f61d_16,trial_20_cuckoo,trial_12_bluejay,trial_14_robin,trial_26_crow,closer_cuckoo
229,229,closer,bf974318f61d_19,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,closer_crow
230,230,closer,bf974318f61d_20,trial_14_robin,trial_12_bluejay,trial_20_cuckoo,trial_26_crow,closer_robin
231,231,further,bf974318f61d_22,trial_13_tomtit,trial_22_leather,trial_28_chihuahua,trial_31_bluesedan,further_tomtit
232,232,further,bf974318f61d_24,trial_17_redsport,trial_29_sparrow,trial_32_squat,trial_7_basset,further_redsport
233,233,closer,bf974318f61d_25,trial_2_bullmastiff,trial_16_bloodhound,trial_18_pug,trial_25_goldenretriever,closer_bullmastiff
234,234,further,bf974318f61d_26,trial_7_basset,trial_17_redsport,trial_29_sparrow,trial_32_squat,further_basset
235,235,closer,bf974318f61d_28,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,trial_26_crow,closer_bluejay
236,236,further,bf974318f61d_30,trial_29_sparrow,trial_17_redsport,trial_32_squat,trial_7_basset,further_sparrow
237,237,closer,5d9a30dc38e2_3,trial_21_woven,trial_27_sling,trial_32_squat,trial_5_inlay,closer_woven
238,238,closer,5d9a30dc38e2_10,trial_5_inlay,trial_21_woven,trial_27_sling,trial_32_squat,closer_inlay
239,239,closer,5d9a30dc38e2_23,trial_32_squat,trial_21_woven,trial_27_sling,trial_5_inlay,closer_squat
240,240,closer,5d9a30dc38e2_31,trial_27_sling,trial_21_woven,trial_32_squat,trial_5_inlay,closer_sling
241,241,closer,36a20f2951c5_9,trial_24_white,trial_1_bluesport,trial_6_hatchback,trial_9_brown,closer_white
242,242,further,36a20f2951c5_12,trial_2_bullmastiff,trial_12_bluejay,trial_31_bluesedan,trial_4_straight,further_bullmastiff
243,243,further,36a20f2951c5_13,trial_4_straight,trial_12_bluejay,trial_2_bullmastiff,trial_31_bluesedan,further_straight
244,244,further,36a20f2951c5_21,trial_13_tomtit,trial_27_sling,trial_28_chihuahua,trial_3_redantique,further_tomtit
245,245,closer,36a20f2951c5_22,trial_6_hatchback,trial_1_bluesport,trial_24_white,trial_9_brown,closer_hatchback
246,246,further,36a20f2951c5_23,trial_3_redantique,trial_13_tomtit,trial_27_sling,trial_28_chihuahua,further_redantique
247,247,further,36a20f2951c5_24,trial_27_sling,trial_13_tomtit,trial_28_chihuahua,trial_3_redantique,further_sling
248,248,further,36a20f2951c5_25,trial_28_chihuahua,trial_13_tomtit,trial_27_sling,trial_3_redantique,further_chihuahua
249,249,further,36a20f2951c5_26,trial_12_bluejay,trial_2_bullmastiff,trial_31_bluesedan,trial_4_straight,further_bluejay
250,250,further,36a20f2951c5_32,trial_31_bluesedan,trial_12_bluejay,trial_2_bullmastiff,trial_4_straight,further_bluesedan
251,251,further,737a5b0fbd1f_4,trial_22_leather,trial_12_bluejay,trial_1_bluesport,trial_7_basset,further_leather
252,252,further,737a5b0fbd1f_9,trial_12_bluejay,trial_1_bluesport,trial_22_leather,trial_7_basset,further_bluejay
253,253,further,737a5b0fbd1f_21,trial_7_basset,trial_12_bluejay,trial_1_bluesport,trial_22_leather,further_basset
254,254,further,737a5b0fbd1f_28,trial_1_bluesport,trial_12_bluejay,trial_22_leather,trial_7_basset,further_bluesport
255,255,further,b5377cf24d71_3,trial_28_chihuahua,trial_12_bluejay,trial_32_squat,trial_9_brown,further_chihuahua
256,256,further,b5377cf24d71_12,trial_17_redsport,trial_13_tomtit,trial_2_bullmastiff,trial_5_inlay,further_redsport
257,257,closer,b5377cf24d71_13,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,trial_6_hatchback,closer_beetle
258,258,closer,b5377cf24d71_14,trial_1_bluesport,trial_10_beetle,trial_31_bluesedan,trial_6_hatchback,closer_bluesport
259,259,further,b5377cf24d71_18,trial_32_squat,trial_12_bluejay,trial_28_chihuahua,trial_9_brown,further_squat
260,260,further,b5377cf24d71_19,trial_12_bluejay,trial_28_chihuahua,trial_32_squat,trial_9_brown,further_bluejay
261,261,further,b5377cf24d71_23,trial_13_tomtit,trial_17_redsport,trial_2_bullmastiff,trial_5_inlay,further_tomtit
262,262,further,b5377cf24d71_26,trial_9_brown,trial_12_bluejay,trial_28_chihuahua,trial_32_squat,further_brown
263,263,further,b5377cf24d71_28,trial_2_bullmastiff,trial_13_tomtit,trial_17_redsport,trial_5_inlay,further_bullmastiff
264,264,closer,b5377cf24d71_29,trial_31_bluesedan,trial_10_beetle,trial_1_bluesport,trial_6_hatchback,closer_bluesedan
265,265,closer,b5377cf24d71_30,trial_6_hatchback,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,closer_hatchback
266,266,further,b5377cf24d71_32,trial_5_inlay,trial_13_tomtit,trial_17_redsport,trial_2_bullmastiff,further_inlay
267,267,further,0934a9585321_7,trial_25_goldenretriever,trial_19_pigeon,trial_27_sling,trial_9_brown,further_goldenretriever
268,268,closer,0934a9585321_10,trial_20_cuckoo,trial_12_bluejay,trial_26_crow,trial_29_sparrow,closer_cuckoo
269,269,further,0934a9585321_12,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling,trial_9_brown,further_pigeon
270,270,closer,0934a9585321_13,trial_12_bluejay,trial_20_cuckoo,trial_26_crow,trial_29_sparrow,closer_bluejay
271,271,closer,0934a9585321_14,trial_22_leather,trial_21_woven,trial_32_squat,trial_5_inlay,closer_leather
272,272,closer,0934a9585321_15,trial_1_bluesport,trial_10_beetle,trial_17_redsport,trial_31_bluesedan,closer_bluesport
273,273,closer,0934a9585321_17,trial_32_squat,trial_21_woven,trial_22_leather,trial_5_inlay,closer_squat
274,274,further,0934a9585321_18,trial_9_brown,trial_19_pigeon,trial_25_goldenretriever,trial_27_sling,further_brown
275,275,closer,0934a9585321_19,trial_26_crow,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow,closer_crow
276,276,further,0934a9585321_21,trial_27_sling,trial_19_pigeon,trial_25_goldenretriever,trial_9_brown,further_sling
277,277,closer,0934a9585321_24,trial_21_woven,trial_22_leather,trial_32_squat,trial_5_inlay,closer_woven
278,278,closer,0934a9585321_28,trial_10_beetle,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan,closer_beetle
279,279,closer,0934a9585321_32,trial_5_inlay,trial_21_woven,trial_22_leather,trial_32_squat,closer_inlay
280,280,further,28ff79b4f377_6,trial_3_redantique,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow,further_redantique
281,281,further,28ff79b4f377_14,trial_29_sparrow,trial_11_waiting,trial_28_chihuahua,trial_3_redantique,further_sparrow
282,282,further,28ff79b4f377_23,trial_28_chihuahua,trial_11_waiting,trial_29_sparrow,trial_3_redantique,further_chihuahua
283,283,further,28ff79b4f377_27,trial_11_waiting,trial_28_chihuahua,trial_29_sparrow,trial_3_redantique,further_waiting
284,284,closer,c238f8234641_3,trial_14_robin,trial_19_pigeon,trial_26_crow,trial_29_sparrow,closer_robin
285,285,closer,c238f8234641_7,trial_5_inlay,trial_21_woven,trial_4_straight,trial_8_knob,closer_inlay
286,286,closer,c238f8234641_16,trial_8_knob,trial_21_woven,trial_4_straight,trial_5_inlay,closer_knob
287,287,closer,c238f8234641_29,trial_4_straight,trial_21_woven,trial_5_inlay,trial_8_knob,closer_straight
288,288,closer,c238f8234641_30,trial_19_pigeon,trial_14_robin,trial_26_crow,trial_29_sparrow,closer_pigeon
289,289,closer,c238f8234641_32,trial_21_woven,trial_4_straight,trial_5_inlay,trial_8_knob,closer_woven
290,290,closer,4f95213b6a55_5,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight,closer_inlay
291,291,further,4f95213b6a55_9,trial_21_woven,trial_20_cuckoo,trial_2_bullmastiff,trial_31_bluesedan,further_woven
292,292,further,4f95213b6a55_10,trial_24_white,trial_14_robin,trial_30_doberman,trial_8_knob,further_white
293,293,further,4f95213b6a55_12,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff,trial_31_bluesedan,further_cuckoo
294,294,further,4f95213b6a55_13,trial_30_doberman,trial_14_robin,trial_24_white,trial_8_knob,further_doberman
295,295,further,4f95213b6a55_14,trial_14_robin,trial_24_white,trial_30_doberman,trial_8_knob,further_robin
296,296,further,4f95213b6a55_15,trial_8_knob,trial_14_robin,trial_24_white,trial_30_doberman,further_knob
297,297,closer,4f95213b6a55_18,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_straight
298,298,further,4f95213b6a55_22,trial_2_bullmastiff,trial_20_cuckoo,trial_21_woven,trial_31_bluesedan,further_bullmastiff
299,299,further,4f95213b6a55_25,trial_31_bluesedan,trial_20_cuckoo,trial_21_woven,trial_2_bullmastiff,further_bluesedan
300,300,closer,4f95213b6a55_28,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay,closer_waiting
301,301,closer,4f95213b6a55_32,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay,closer_squat
302,302,closer,cb44cf334fe4_3,trial_32_squat,trial_11_waiting,trial_21_woven,trial_8_knob,closer_squat
303,303,closer,cb44cf334fe4_4,trial_21_woven,trial_11_waiting,trial_32_squat,trial_8_knob,closer_woven
304,304,further,cb44cf334fe4_5,trial_25_goldenretriever,trial_15_nightingale,trial_5_inlay,trial_6_hatchback,further_goldenretriever
305,305,further,cb44cf334fe4_9,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay,trial_6_hatchback,further_nightingale
306,306,closer,cb44cf334fe4_10,trial_11_waiting,trial_21_woven,trial_32_squat,trial_8_knob,closer_waiting
307,307,closer,cb44cf334fe4_11,trial_10_beetle,trial_1_bluesport,trial_24_white,trial_9_brown,closer_beetle
308,308,closer,cb44cf334fe4_13,trial_8_knob,trial_11_waiting,trial_21_woven,trial_32_squat,closer_knob
309,309,closer,cb44cf334fe4_14,trial_1_bluesport,trial_10_beetle,trial_24_white,trial_9_brown,closer_bluesport
310,310,further,cb44cf334fe4_18,trial_6_hatchback,trial_15_nightingale,trial_25_goldenretriever,trial_5_inlay,further_hatchback
311,311,closer,cb44cf334fe4_19,trial_9_brown,trial_10_beetle,trial_1_bluesport,trial_24_white,closer_brown
312,312,further,cb44cf334fe4_21,trial_5_inlay,trial_15_nightingale,trial_25_goldenretriever,trial_6_hatchback,further_inlay
313,313,further,a27d10269baa_1,trial_14_robin,trial_10_beetle,trial_30_doberman,trial_8_knob,further_robin
314,314,closer,a27d10269baa_3,trial_13_tomtit,trial_15_nightingale,trial_26_crow,trial_29_sparrow,closer_tomtit
315,315,further,a27d10269baa_6,trial_7_basset,trial_17_redsport,trial_20_cuckoo,trial_22_leather,further_basset
316,316,further,a27d10269baa_15,trial_30_doberman,trial_10_beetle,trial_14_robin,trial_8_knob,further_doberman
317,317,further,a27d10269baa_16,trial_10_beetle,trial_14_robin,trial_30_doberman,trial_8_knob,further_beetle
318,318,closer,a27d10269baa_21,trial_29_sparrow,trial_13_tomtit,trial_15_nightingale,trial_26_crow,closer_sparrow
319,319,further,a27d10269baa_22,trial_8_knob,trial_10_beetle,trial_14_robin,trial_30_doberman,further_knob
320,320,closer,a27d10269baa_24,trial_15_nightingale,trial_13_tomtit,trial_26_crow,trial_29_sparrow,closer_nightingale
321,321,further,a27d10269baa_26,trial_22_leather,trial_17_redsport,trial_20_cuckoo,trial_7_basset,further_leather
322,322,further,a27d10269baa_30,trial_20_cuckoo,trial_17_redsport,trial_22_leather,trial_7_basset,further_cuckoo
323,323,further,a27d10269baa_31,trial_17_redsport,trial_20_cuckoo,trial_22_leather,trial_7_basset,further_redsport
324,324,closer,f21b736affde_1,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman,closer_bloodhound
325,325,further,f21b736affde_3,trial_26_crow,trial_25_goldenretriever,trial_4_straight,trial_6_hatchback,further_crow
326,326,further,f21b736affde_5,trial_4_straight,trial_25_goldenretriever,trial_26_crow,trial_6_hatchback,further_straight
327,327,closer,f21b736affde_9,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,closer_doberman
328,328,closer,f21b736affde_14,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman,closer_chihuahua
329,329,further,f21b736affde_15,trial_25_goldenretriever,trial_26_crow,trial_4_straight,trial_6_hatchback,further_goldenretriever
330,330,further,f21b736affde_21,trial_6_hatchback,trial_25_goldenretriever,trial_26_crow,trial_4_straight,further_hatchback
331,331,closer,f21b736affde_30,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman,closer_pug
332,332,further,0dae8776ef1b_7,trial_15_nightingale,trial_23_weimaraner,trial_32_squat,trial_9_brown,further_nightingale
333,333,further,0dae8776ef1b_17,trial_9_brown,trial_15_nightingale,trial_23_weimaraner,trial_32_squat,further_brown
334,334,further,0dae8776ef1b_20,trial_32_squat,trial_15_nightingale,trial_23_weimaraner,trial_9_brown,further_squat
335,335,further,0dae8776ef1b_32,trial_23_weimaraner,trial_15_nightingale,trial_32_squat,trial_9_brown,further_weimaraner
336,336,further,61e9769b6987_2,trial_3_redantique,trial_12_bluejay,trial_18_pug,trial_8_knob,further_redantique
337,337,closer,61e9769b6987_3,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan,trial_6_hatchback,closer_redsport
338,338,further,61e9769b6987_11,trial_18_pug,trial_12_bluejay,trial_3_redantique,trial_8_knob,further_pug
339,339,further,61e9769b6987_21,trial_12_bluejay,trial_18_pug,trial_3_redantique,trial_8_knob,further_bluejay
340,340,further,61e9769b6987_29,trial_8_knob,trial_12_bluejay,trial_18_pug,trial_3_redantique,further_knob
341,341,closer,61e9769b6987_30,trial_1_bluesport,trial_17_redsport,trial_31_bluesedan,trial_6_hatchback,closer_bluesport
342,342,closer,61e9769b6987_31,trial_6_hatchback,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan,closer_hatchback
343,343,further,a4509fb4d9a0_4,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever,trial_5_inlay,further_bluejay
344,344,further,a4509fb4d9a0_5,trial_9_brown,trial_18_pug,trial_26_crow,trial_8_knob,further_brown
345,345,further,a4509fb4d9a0_10,trial_5_inlay,trial_12_bluejay,trial_17_redsport,trial_25_goldenretriever,further_inlay
346,346,further,a4509fb4d9a0_12,trial_3_redantique,trial_11_waiting,trial_19_pigeon,trial_28_chihuahua,further_redantique
347,347,further,a4509fb4d9a0_15,trial_8_knob,trial_18_pug,trial_26_crow,trial_9_brown,further_knob
348,348,further,a4509fb4d9a0_21,trial_11_waiting,trial_19_pigeon,trial_28_chihuahua,trial_3_redantique,further_waiting
349,349,further,a4509fb4d9a0_23,trial_19_pigeon,trial_11_waiting,trial_28_chihuahua,trial_3_redantique,further_pigeon
350,350,closer,a4509fb4d9a0_26,trial_4_straight,trial_21_woven,trial_22_leather,trial_32_squat,closer_straight
351,351,further,a4509fb4d9a0_28,trial_17_redsport,trial_12_bluejay,trial_25_goldenretriever,trial_5_inlay,further_redsport
352,352,further,a4509fb4d9a0_31,trial_26_crow,trial_18_pug,trial_8_knob,trial_9_brown,further_crow
353,353,closer,a5d08708618a_3,trial_29_sparrow,trial_14_robin,trial_15_nightingale,trial_26_crow,closer_sparrow
354,354,further,a5d08708618a_4,trial_8_knob,trial_13_tomtit,trial_17_redsport,trial_18_pug,further_knob
355,355,further,a5d08708618a_6,trial_17_redsport,trial_13_tomtit,trial_18_pug,trial_8_knob,further_redsport
356,356,further,a5d08708618a_8,trial_13_tomtit,trial_17_redsport,trial_18_pug,trial_8_knob,further_tomtit
