,gameID,target,choice,correct,rt,fname,d1,d2,d3,target_category,chosen_category,condition,drawDuration,original_gameID,viewer_correct,viewer_choice,viewer_RT,mean_intensity,num_strokes,correct_class
4987,6571-6157f0ac-322c-4019-86ff-aa808f9dece7,hatchback,hatchback,1,1647,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_25.png,pigeon,straight,straight,car,car,further,1.945,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,hatchback,6.702000000000001,0.0251,3,True
4988,6571-6157f0ac-322c-4019-86ff-aa808f9dece7,squat,squat,1,9144,gameID_8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4_trial_25.png,knob,straight,straight,chair,chair,closer,8.78,8844-b38e583e-3f9a-4f4e-baa2-1ad91742f7d4,True,squat,2.448,0.0662,11,True
4989,6571-6157f0ac-322c-4019-86ff-aa808f9dece7,leather,leather,1,3412,gameID_7311-9dac6fad-97de-467c-932a-e02645c5c647_trial_25.png,sling,squat,squat,chair,chair,closer,26.089000000000002,7311-9dac6fad-97de-467c-932a-e02645c5c647,True,leather,7.019,0.1041,10,True
4990,6571-6157f0ac-322c-4019-86ff-aa808f9dece7,squat,squat,1,1774,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_26.png,inlay,waiting,waiting,chair,chair,closer,20.605,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,squat,4.555,0.0471,11,True
4991,6667-747a3e90-1435-4567-aa3d-db74621ca593,crow,pigeon,0,8645,gameID_2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d_trial_19.png,redantique,inlay,inlay,bird,bird,further,18.685,2107-760dc7ba-9d69-4d14-89ce-16d8e4ed049d,True,crow,10.914000000000001,0.0479,4,True
4992,6667-747a3e90-1435-4567-aa3d-db74621ca593,straight,straight,1,3747,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_19.png,waiting,inlay,inlay,chair,chair,closer,22.464000000000002,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,straight,1.919,0.0641,15,True
4993,6667-747a3e90-1435-4567-aa3d-db74621ca593,inlay,inlay,1,4748,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_19.png,sling,straight,straight,chair,chair,closer,20.153,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,inlay,10.075,0.0399,7,True
4995,6667-747a3e90-1435-4567-aa3d-db74621ca593,knob,straight,0,5693,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_19.png,tomtit,redsport,redsport,chair,chair,further,3.045,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,knob,3.608,0.024,5,True
4996,6667-747a3e90-1435-4567-aa3d-db74621ca593,leather,leather,1,5634,gameID_0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc_trial_19.png,straight,sling,sling,chair,chair,closer,56.613,0152-6051cc20-5fbc-43f5-8ca3-08711b390cfc,True,leather,7.066,0.0877,12,True
4997,6667-747a3e90-1435-4567-aa3d-db74621ca593,straight,straight,1,2653,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_19.png,leather,knob,knob,chair,chair,closer,17.16,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,straight,7.178999999999999,0.0646,16,True
4998,6667-747a3e90-1435-4567-aa3d-db74621ca593,hatchback,redantique,0,5711,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_20.png,crow,sling,sling,car,car,further,1.5659999999999998,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,hatchback,2.075,0.0089,2,True
4999,6667-747a3e90-1435-4567-aa3d-db74621ca593,white,beetle,0,2629,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_20.png,sparrow,woven,woven,car,car,further,5.595,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,white,2.418,0.0316,3,True
5000,6667-747a3e90-1435-4567-aa3d-db74621ca593,redsport,redsport,1,7457,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_20.png,beetle,brown,brown,car,car,closer,34.887,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,redsport,13.088,0.0383,12,True
5001,6667-747a3e90-1435-4567-aa3d-db74621ca593,nightingale,nightingale,1,6445,gameID_6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43_trial_20.png,bluejay,sparrow,sparrow,bird,bird,closer,39.486,6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43,True,nightingale,38.827,0.0513,14,True
5002,6667-747a3e90-1435-4567-aa3d-db74621ca593,cuckoo,cuckoo,1,4195,gameID_9903-d6e6a9ff-a878-4bee-b2d5-26e2e239460a_trial_20.png,hatchback,leather,leather,bird,bird,further,15.798,9903-d6e6a9ff-a878-4bee-b2d5-26e2e239460a,True,cuckoo,4.03,0.0312,6,True
5003,6667-747a3e90-1435-4567-aa3d-db74621ca593,doberman,basset,0,4451,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_20.png,robin,beetle,beetle,dog,dog,further,15.411,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,doberman,1.9869999999999999,0.0259,14,True
5004,6667-747a3e90-1435-4567-aa3d-db74621ca593,inlay,inlay,1,2844,gameID_5650-cb4a9e85-a383-43f6-83e6-331e286811d1_trial_20.png,leather,squat,squat,chair,chair,closer,14.57,5650-cb4a9e85-a383-43f6-83e6-331e286811d1,True,inlay,8.641,0.0376,6,True
5005,6667-747a3e90-1435-4567-aa3d-db74621ca593,redsport,beetle,0,8217,gameID_3058-fb4fe740-d862-453b-a08f-44375a040165_trial_20.png,crow,leather,leather,car,car,further,3.173,3058-fb4fe740-d862-453b-a08f-44375a040165,True,redsport,1.421,0.0316,4,True
5006,6667-747a3e90-1435-4567-aa3d-db74621ca593,robin,bluejay,0,12167,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_20.png,crow,bluejay,bluejay,bird,bird,closer,32.294000000000004,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,robin,2.29,0.0586,8,True
5007,6667-747a3e90-1435-4567-aa3d-db74621ca593,bluesedan,brown,0,6740,gameID_1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11_trial_20.png,bluesport,hatchback,hatchback,car,car,closer,66.34899999999999,1752-fba5d4af-f103-4e3a-b100-d479bb0a2d11,True,bluesedan,21.756999999999998,0.0445,20,True
